,Open
30,-5.819999999999993
31,-2.199996999999996
32,1.0500030000000038
33,0.990005999999994
34,0.30999700000000985
35,3.740005999999994
36,5.200005000000004
37,7.220000999999996
38,7.489998
39,9.419997999999993
40,13.900002
41,9.290000000000006
42,8.230003999999994
43,9.410003000000003
44,8.069998999999996
45,10.730003999999994
46,13.939993999999999
47,13.169999000000004
48,14.180000000000007
49,13.459998999999996
50,11.279998000000006
51,7.489998
52,9.239998
53,6.840003999999993
54,7.439994999999996
55,12.190002000000007
56,16.109993000000017
57,17.059997999999993
58,21.360000999999997
59,20.88999899999999
60,19.51999699999999
61,13.799994999999996
62,9.31999900000001
63,7.349997999999999
64,6.19000299999999
65,4.379997000000003
66,8.569998999999996
67,8.75
68,3.19000299999999
69,2.7600029999999975
70,3.7099989999999963
71,5.079994999999997
72,6.4599990000000105
73,10.360000999999997
74,9.630004999999997
75,8.879997000000003
76,9.510002999999998
77,6.470000999999996
78,3.9599989999999963
79,4.430000000000007
80,2.93000099999999
81,6.690002000000007
82,6.080001999999993
83,5.070000000000007
84,4.75
85,0.25
86,-1.4899980000000141
87,0.12000200000001371
88,-2.189994999999996
89,-1.1900019999999927
90,1.379997000000003
91,4.870002999999997
92,5.569992999999997
93,9.080002000000007
94,11.19999700000001
95,12.209998999999996
96,6.320000000000007
97,2.6999970000000104
98,9.160003000000003
99,4.940002000000007
100,7.5800020000000075
101,8.250006999999997
102,6.410003000000003
103,4.449996999999996
104,3.0299990000000037
105,1.7699970000000036
106,3.1999970000000104
107,5.919990000000013
108,4.9599990000000105
109,3.819999999999993
110,6.489998
111,5.920006000000001
112,4.750000000000014
113,7.229996
114,6.880005000000011
115,4.149993999999992
116,2.6899950000000104
117,2.8000029999999896
118,4.260002
119,-10.199996999999996
120,-10.389999000000003
121,-11.959998999999996
122,-7.69999700000001
123,-7.780006
124,-9.829995000000011
125,-11.849998
126,-9.110000999999997
127,-6.75
128,-7.670006000000001
129,-5.630004999999997
130,-7.339996999999997
131,-9.820007000000004
132,-8.620002000000014
133,-11.819999999999993
134,-9.200004000000007
135,-9.079994999999997
136,-10.739998000000014
137,-12.119995000000003
138,-8.93999500000001
139,-9.5
140,-11.660004
141,-13.370003000000011
142,-11.790001000000004
143,-11.239998
144,-10.919998000000007
145,-9.749991999999992
146,-9.669990000000013
147,-13.590002999999996
148,-10.290001000000004
149,3.7699969999999894
150,3.139999000000003
151,3.75
152,1.1300040000000138
153,0.7600020000000001
154,4.070000000000007
155,8.309996999999996
156,8.389999999999986
157,7.9199979999999925
158,6.290001000000004
159,6.6699979999999925
160,6.309997999999993
161,9.300003000000004
162,9.659996000000007
163,10.530006999999983
164,10.800003000000018
165,10.00999499999999
166,8.680000000000007
167,11.210007000000004
168,8.979996
169,9.809997999999993
170,12.949996999999996
171,12.609993000000017
172,12.909995999999992
173,12.769997000000004
174,10.660003000000003
175,8.799994999999996
176,10.309989999999999
177,12.849998
178,10.779992000000007
179,10.51999600000002
180,10.070007000000004
181,9.159995999999992
182,12.610000999999997
183,7.369994999999989
184,3.349998999999997
185,1.5900040000000075
186,-4.360000999999997
187,-4.479995000000002
188,-6.33000100000001
189,-0.3399959999999993
190,1.4100039999999865
191,4.0
192,2.520004
193,-1.1600039999999865
194,1.6099999999999852
195,3.449996999999996
196,4.630005000000011
197,4.349990999999989
198,3.6400070000000113
199,5.839995999999999
200,3.4600070000000187
201,1.41999899999999
202,-6.689994999999996
203,-8.909996000000007
204,-11.280006
205,-13.599998999999997
206,-20.979996
207,-14.839996
208,-12.379998
209,-15.31999900000001
210,-16.850005999999993
211,-20.330001999999993
212,-29.690002000000007
213,-19.819992
214,-17.610000999999997
215,-28.130004999999997
216,-19.910003000000003
217,-27.480003999999994
218,-25.02999899999999
219,-25.949996999999996
220,-29.270004999999983
221,-28.5
222,-33.900002
223,-25.400001000000003
224,-26.139999000000003
225,-32.24999199999999
226,-27.88000500000001
227,-33.079994
228,-29.080009000000004
229,-36.79999599999999
230,-36.34999900000001
231,-28.319992999999997
232,-19.430000000000007
233,-11.209999999999994
234,-11.099998999999997
235,-5.349997999999999
236,-3.949996999999996
237,-5.640006999999997
238,-9.29999500000001
239,-6.349998999999997
240,-3.55999700000001
241,0.4300010000000043
242,5.089995999999999
243,0.8499980000000136
244,2.199996999999996
245,11.929999999999993
246,10.690002000000007
247,22.240005999999994
248,19.900001000000003
249,17.489998
250,12.989998
251,4.419998000000007
252,14.150002
253,10.25
254,9.55999700000001
255,14.559996999999996
256,9.410004
257,14.739997000000002
258,10.900001000000003
259,12.900002
260,10.279999000000004
261,8.739998
262,9.43999500000001
263,3.449996999999996
264,8.25
265,2.5299990000000037
266,10.309997999999993
267,6.910003000000003
268,8.680000000000007
269,7.389999999999986
270,6.159996000000007
271,7.080000999999996
272,16.47000100000001
273,16.699996999999996
274,19.22000899999999
275,19.310005999999987
276,17.350006000000008
277,14.329994
278,13.120002999999997
279,9.729996
280,9.19000299999999
281,19.350005999999993
282,15.559997999999993
283,13.330000999999996
284,14.169999000000004
285,10.809998000000007
286,13.219993000000002
287,10.150002
288,11.080001999999993
289,15.629997000000003
290,17.309996999999996
291,13.220001999999994
292,12.580000999999996
293,11.25
294,11.069999999999993
295,15.199996999999996
296,13.86
297,12.359993000000003
298,12.459998999999996
299,15.190002000000007
300,10.020004
301,12.829994999999997
302,4.180008000000001
303,7.1299980000000005
304,3.239990000000006
305,6.429992000000027
306,3.25
307,0.5500030000000038
308,0.6999969999999962
309,3.080009000000004
310,9.329994
311,2.659988999999996
312,1.389999000000003
313,2.620003000000011
314,0.08999599999998509
315,4.269996000000006
316,3.870002999999997
317,7.29999500000001
318,9.740004999999996
319,8.590003999999993
320,12.960000000000008
321,13.069998999999996
322,11.510003000000012
323,11.339996999999997
324,10.349999000000011
325,10.23001099999999
326,10.0
327,8.520004999999998
328,7.899993999999992
329,8.860001000000011
330,13.790001000000004
331,9.890014000000008
332,12.209992
333,8.0
334,8.449996999999996
335,5.9100039999999865
336,11.849990999999989
337,14.0
338,11.100006000000008
339,5.849990999999989
340,7.310012999999998
341,8.490004999999996
342,9.770004
343,9.970000999999996
344,11.639999000000017
345,13.050003000000004
346,5.9199979999999925
347,8.550002999999975
348,2.1299899999999923
349,4.559998000000007
350,2.279998000000006
351,-3.3500060000000076
352,-2.160004000000015
353,2.4900049999999965
354,4.429991999999999
355,2.199996999999996
356,5.770004
357,4.770004
358,4.169998000000021
359,2.9900049999999965
360,3.759994000000006
361,5.5099950000000035
362,7.020004
363,11.070007000000004
364,12.460007000000019
365,11.5
366,5.370010000000008
367,6.970000999999996
368,12.429992999999996
369,15.589996000000014
370,10.889999000000017
371,7.400009000000011
372,10.199996999999996
373,9.879989999999992
374,7.8400120000000015
375,2.6100009999999827
376,5.270004
377,3.860001000000011
378,10.590012000000002
379,9.080002000000007
380,11.71000699999999
381,20.720001000000025
382,20.100006000000008
383,21.779999000000004
384,13.090012000000002
385,13.779998000000006
386,10.580002000000007
387,14.559996999999981
388,14.98001099999999
389,13.539992999999981
390,10.400008999999983
391,6.289992999999981
392,7.2400049999999965
393,4.319991999999985
394,3.5099939999999776
395,5.050003000000004
396,7.559998000000007
397,5.2599950000000035
398,9.350006000000008
399,11.0
400,14.059997999999979
401,16.189988
402,17.949996999999996
403,18.100006000000008
404,17.169997999999993
405,17.46000699999999
406,18.91999900000002
407,16.449996999999996
408,15.55999700000001
409,16.08000099999998
410,12.110000999999983
411,8.529998999999975
412,5.5
413,0.19000199999999268
414,6.819991999999985
415,5.779999000000004
416,7.739991000000003
417,5.320008000000001
418,4.619994999999989
419,5.479996
420,8.860001000000011
421,8.580002000000007
422,4.979996
423,8.430008000000015
424,12.5
425,10.690001999999993
426,11.909987999999998
427,13.05999700000001
428,8.470000999999996
429,8.19000299999999
430,8.029998000000006
431,11.83000100000001
432,8.050003000000004
433,8.190001999999993
434,8.569991999999985
435,9.910003000000017
436,5.839995999999985
437,6.430008000000015
438,4.629989999999992
439,4.419999000000018
440,10.139999000000017
441,11.410004000000015
442,8.410003999999986
443,10.610001000000011
444,9.139999000000017
445,13.779999000000004
446,11.440001999999993
447,14.03999300000001
448,16.11000100000001
449,17.13000500000001
450,13.720000999999996
451,15.729996
452,15.559998000000007
453,10.669997999999993
454,3.050003000000004
455,1.3900000000000148
456,7.21000699999999
457,0.990005999999994
458,3.3999939999999924
459,6.590011000000004
460,2.899994000000021
461,-4.3399960000000135
462,-6.880004999999983
463,-8.100006000000008
464,-6.199996999999996
465,-0.4200130000000115
466,6.059998000000007
467,5.139998999999989
468,6.820007000000004
469,8.889998999999989
470,2.389998999999989
471,1.3800049999999828
472,5.729995000000002
473,5.489990000000006
474,10.570007999999973
475,5.4900049999999965
476,2.3300020000000075
477,1.7599950000000035
478,6.850006000000008
479,8.509995000000004
480,9.279999000000004
481,13.680008000000015
482,16.13999899999999
483,18.220000999999996
484,20.290008999999998
485,24.459991000000002
486,14.809998000000007
487,19.359999999999985
488,17.63999899999999
489,12.889999999999986
490,17.839996999999983
491,23.160003999999986
492,22.810012999999998
493,20.58999700000001
494,20.729996
495,15.010009999999994
496,14.510008999999997
497,15.839997000000011
498,17.58999700000001
499,5.389998999999989
500,8.190003000000019
501,6.01998900000001
502,5.800003000000004
503,-0.029998000000006186
504,-0.900008999999983
505,1.9399879999999996
506,9.169997999999993
507,9.529998000000006
508,-6.440002000000021
509,-8.81999300000001
510,-7.610001000000011
511,-10.410004000000015
512,-11.75
513,-13.109999999999985
514,-19.220001999999994
515,-13.80999700000001
516,-6.619996000000015
517,-6.190001999999993
518,-2.6699979999999925
519,-2.400008999999983
520,-3.1899879999999996
521,-3.6100009999999827
522,1.0299990000000037
523,2.520004
524,-0.20999199999999973
525,1.1199950000000172
526,2.179992999999996
527,1.1099999999999852
528,-2.970001999999994
529,4.699997000000025
530,4.449996999999996
531,6.0800020000000075
532,8.970001999999994
533,11.650008999999983
534,6.230009999999993
535,4.0800020000000075
536,-2.449996999999996
537,-1.7999880000000132
538,8.069992000000013
539,8.360001000000011
540,8.059998000000007
541,8.270004
542,9.270004
543,11.729995000000002
544,16.779999000000004
545,10.350006000000008
546,5.890000000000015
547,6.320007000000004
548,-1.910002999999989
549,0.10999999999998522
550,1.8099980000000073
551,1.179992999999996
552,1.6199949999999887
553,0.9700009999999963
554,1.5800020000000075
555,-3.5
556,-2.139998999999989
557,-1.5200040000000001
558,-2.349991000000017
559,-2.149994000000021
560,-2.7200009999999963
561,-0.7399910000000034
562,-4.139999999999986
563,-2.070007999999973
564,1.2599950000000035
565,6.389998999999989
566,6.679992999999996
567,4.399993999999992
568,7.320007000000004
569,4.319991999999985
570,5.229996
571,1.5699920000000134
572,-0.3500060000000076
573,-3.989990000000006
574,-4.48001099999999
575,-4.140000000000015
576,-4.029999000000004
577,-7.05999700000001
578,-4.809998000000007
579,-2.910002999999989
580,-4.75
581,-3.3099980000000073
582,-4.630005000000011
583,-2.80999700000001
584,-0.8700100000000077
585,7.109999999999985
586,5.040008
587,3.3300020000000075
588,3.470001999999994
589,4.479996
590,3.9700009999999963
591,0.9799959999999999
592,3.3399969999999826
593,1.5
594,4.46000699999999
595,2.6000060000000076
596,5.200012000000015
597,6.699997000000025
598,3.5099950000000035
599,0.5100100000000225
600,0.6800079999999866
601,4.21000699999999
602,5.130005000000011
603,8.519988999999981
604,10.69000299999999
605,9.0
606,5.979996
607,8.76998900000001
608,10.679992999999996
609,7.779998000000006
610,6.429992999999996
611,4.130005000000011
612,7.440003000000019
613,8.51998900000001
614,6.4900049999999965
615,2.5299990000000037
616,-2.940002000000021
617,-2.410004000000015
618,3.649994000000021
619,4.5
620,5.279999000000004
621,9.600006000000008
622,9.989990000000006
623,12.21000699999999
624,7.03999300000001
625,5.0800020000000075
626,-10.490006000000022
627,-8.819992000000013
628,-10.919999000000018
629,-6.150009000000011
630,-7.810012999999998
631,-6.070007000000004
632,-6.800003000000004
633,-3.7200009999999963
634,-4.19000299999999
635,-4.859999999999985
636,-4.890000000000015
637,-5.839997000000011
638,-4.51998900000001
639,-1.8199920000000134
640,-3.1299899999999923
641,-3.6399990000000173
642,-5.239991000000003
643,-2.289994000000007
644,0.8099980000000073
645,-0.3099969999999814
646,3.6999970000000246
647,0.49000600000002237
648,-1.7899940000000072
649,0.14000000000001478
650,1.1199949999999887
651,-7.639999000000017
652,-5.019988999999981
653,-6.380005000000011
654,-3.6000060000000076
655,-1.5800020000000075
656,9.930008000000015
657,8.25
658,9.710007000000019
659,4.2400049999999965
660,5.850006000000008
661,5.320007000000004
662,-2.1199949999999887
663,-10.0
664,-6.610000000000014
665,-6.640000000000015
666,-2.3999939999999924
667,-0.5599969999999814
668,3.8899990000000173
669,0.16999799999999254
670,1.7699889999999812
671,1.0
672,-1.75
673,-2.889998999999989
674,-5.28999300000001
675,-6.940003000000019
676,-10.890000000000015
677,-11.960007000000019
678,-8.570007000000004
679,-7.309998000000007
680,-6.7599950000000035
681,-7.200011999999987
682,-11.020004
683,-11.729996
684,-17.61999499999999
685,-24.440001999999993
686,-19.790008
687,-21.110000000000014
688,-13.830002000000007
689,-10.070007000000004
690,-18.190001999999993
691,-16.320007000000004
692,-7.790008999999998
693,-2.0999909999999886
694,-2.1899879999999996
695,-13.510008999999997
696,-14.760008999999997
697,-18.050003000000004
698,-18.529999000000004
699,-19.229995000000002
700,-20.940001999999993
701,-25.470001999999994
702,-24.010008999999997
703,-26.21000699999999
704,-24.339996999999983
705,-21.419997999999993
706,-15.910002999999989
707,-9.879989999999992
708,-18.720000999999996
709,-16.270004
710,-20.339995999999985
711,-13.899993999999992
712,-15.119996000000015
713,-11.720000999999996
714,-9.300003000000004
715,-3.199996999999996
716,-10.949996999999996
717,-2.309997999999979
718,-12.790008
719,-7.0
720,-3.849991000000017
721,-9.099990999999989
722,-5.83000100000001
723,-5.71000699999999
724,-7.040008
725,6.80999700000001
726,8.400009000000011
727,11.970000999999996
728,6.069992000000013
729,12.509994000000006
730,13.23001099999999
731,24.029999000000004
732,25.190001999999993
733,23.340012
734,18.359985999999992
735,16.300003000000004
736,15.570007000000004
737,6.979996
738,12.470000999999996
739,7.460005999999993
740,4.139998999999989
741,6.059996999999981
742,4.819993000000011
743,3.19000299999999
744,3.520004
745,4.550002999999975
746,16.770004
747,8.759995000000004
748,7.8300020000000075
749,-0.8399959999999851
750,1.4699860000000058
751,-8.029999000000004
752,-3.699996999999996
753,-1.8000030000000038
754,-7.649993999999992
755,-5.4099879999999985
756,-7.700012000000015
757,-7.600006000000008
758,-12.5
759,-18.55999699999998
760,-14.779998999999975
761,-21.240004999999996
762,-26.11000100000001
763,-19.720001000000025
764,-16.359985999999992
765,-9.449996999999996
766,-8.230011000000019
767,-5.139998999999989
768,-7.649993999999992
769,-6.9199979999999925
770,-4.48001099999999
771,-7.330001999999979
772,-2.9899910000000034
773,0.6100000000000136
774,3.7400049999999965
775,2.099991000000017
776,-7.600006000000008
777,-6.490006000000022
778,-3.660004000000015
779,-6.940003000000019
780,-1.679992999999996
781,4.459992
782,-10.89999400000002
783,-19.139999000000017
784,-15.400009000000011
785,-18.160004000000015
786,-21.659988999999996
787,-22.55999799999998
788,-16.01998900000001
789,-14.14999400000002
790,-15.550003000000004
791,-13.720000999999996
792,-6.899993999999992
793,-11.66999899999999
794,-15.630005000000011
795,-19.61000100000001
796,-23.049987999999985
797,-24.13000500000001
798,-18.600006000000008
799,-17.110000000000014
800,-15.549988000000013
801,-13.970001000000025
802,-14.350006000000008
803,-23.55999700000001
804,-22.609999999999985
805,-18.309998000000007
806,-12.279999000000004
807,-13.509993999999978
808,-9.759995000000004
809,-0.13999899999998888
810,-2.0399930000000097
811,-1.2099919999999997
812,5.01998900000001
813,11.880005000000011
814,16.770004
815,18.709992
816,26.419997999999993
817,25.660003999999986
818,26.189988
819,31.80999700000001
820,29.199996999999996
821,29.490004999999996
822,22.949996999999996
823,24.709992
824,30.989991000000003
825,30.689988
826,34.529999000000004
827,39.070007000000004
828,30.61000100000001
829,23.64999400000002
830,24.220001999999994
831,21.350006000000008
832,14.369995000000017
833,19.449996999999996
834,19.51998899999998
835,18.300003000000004
836,8.220000999999996
837,6.859999999999985
838,2.979996
839,-2.6299899999999923
840,0.2899930000000097
841,-0.6900019999999927
842,-0.5099950000000035
843,-1.5399940000000072
844,-2.4900049999999965
845,-3.179992999999996
846,-11.859999999999985
847,-13.270004
848,-13.789994000000007
849,-20.779999000000004
850,-18.449996999999996
851,-17.089996000000014
852,-13.410002999999989
853,-18.860000999999983
854,-22.209992
855,-21.529999000000004
856,-22.65000900000001
857,-23.279999000000004
858,-19.789994000000007
859,-19.58999700000001
860,-19.550003000000004
861,-12.419997999999993
862,-6.01998900000001
863,-3.630004999999983
864,-9.629989999999992
865,-17.949996999999996
866,-15.330000999999982
867,-14.859999999999985
868,-19.259993999999978
869,-7.450012000000015
870,-16.0
871,-8.020004999999998
872,-13.039992999999981
873,-11.350006000000008
874,-14.01998900000001
875,-11.03999300000001
876,-4.470000999999996
877,-11.659988999999996
878,-4.4199979999999925
879,-7.109999999999985
880,-3.180008000000015
881,-3.16999899999999
882,-3.270004
883,-6.209991000000002
884,0.3900000000000148
885,2.160004000000015
886,5.210005999999993
887,4.869994999999989
888,11.279999000000004
889,17.830002000000007
890,21.589996000000014
891,19.0
892,12.099990999999989
893,2.8999939999999924
894,12.389999999999986
895,14.869994999999989
896,20.229995000000002
897,23.63999899999999
898,31.63999899999999
899,19.810012999999998
900,21.63999899999999
901,18.279998999999975
902,29.409988
903,21.25
904,21.33000100000001
905,17.929992
906,10.919997999999993
907,21.189988
908,16.160003999999986
909,18.229996
910,21.73001100000002
911,14.519990000000007
912,10.270004
913,12.619994999999989
914,8.020004
915,2.850005999999979
916,-0.4400019999999927
917,-0.31999199999998496
918,-9.070007000000004
919,-11.389999000000017
920,-15.389998999999989
921,-18.790008
922,-12.729996
923,-3.4599919999999997
924,-11.110000999999983
925,-6.630004999999983
926,-5.220001000000025
927,0.1499939999999924
928,-2.6199949999999887
929,2.509994000000006
930,6.0800020000000075
931,3.700012000000015
932,-1.239990000000006
933,1.2299959999999999
934,-3.359999999999985
935,-5.699996999999996
936,1.1199949999999887
937,2.9900049999999965
938,0.669998000000021
939,1.160002999999989
940,-9.600006000000008
941,-4.41999899999999
942,-0.3600010000000111
943,8.0
944,14.239989999999977
945,15.029998000000006
946,13.509995000000004
947,15.0
948,18.759994000000006
949,15.55999700000001
950,10.25
951,13.260008999999997
952,11.470001999999994
953,7.610001000000011
954,11.610000999999983
955,7.389999999999986
956,3.930008000000015
957,-6.129989999999992
958,-3.8800050000000113
959,-8.869994999999989
960,-8.330002000000007
961,-7.120010000000008
962,-7.760009999999994
963,-5.2399899999999775
964,1.6199949999999887
965,2.849991000000017
966,-0.8799899999999923
967,-3.139998999999989
968,-0.27000400000000013
969,-0.27000400000000013
970,-2.3500060000000076
971,3.6100009999999827
972,1.0599980000000073
973,-3.5399930000000097
974,-5.9899899999999775
975,-5.809996999999981
976,-1.3300020000000075
977,-3.700012000000015
978,-3.649994000000021
979,0.6100010000000111
980,5.770004
981,-0.15000900000001138
982,4.26998900000001
983,7.1699979999999925
984,7.110000000000014
985,10.150009000000011
986,10.709992
987,8.470000999999996
988,3.2200009999999963
989,7.599990999999989
990,9.350006000000008
991,11.25
992,5.570008000000001
993,7.779998999999975
994,3.2799990000000037
995,5.720001999999994
996,6.360001000000011
997,0.8099969999999814
998,-0.7599950000000035
999,2.139998999999989
1000,5.410003000000017
1001,-4.979996
1002,-11.5
1003,-8.610000999999983
1004,-9.669998000000021
1005,-9.540008999999998
1006,-14.259995000000004
1007,-13.979996
1008,-16.679992
1009,-14.009995000000004
1010,-17.40000900000001
1011,-11.559996999999981
1012,-17.159988999999996
1013,-19.88999899999999
1014,-22.63000500000001
1015,-20.330002000000007
1016,-19.759995000000004
1017,-13.169997999999993
1018,-5.380004999999983
1019,-7.179992999999996
1020,-10.950011999999987
1021,-14.259995000000004
1022,-11.610001000000011
1023,-7.589996999999983
1024,-0.4499969999999962
1025,-6.229996
1026,-3.2600100000000225
1027,2.0800020000000075
1028,-0.4100040000000149
1029,-7.7400049999999965
1030,-4.419998000000021
1031,2.1000060000000076
1032,10.699996999999996
1033,6.679992999999996
1034,8.349991000000017
1035,9.48001099999999
1036,11.320007000000004
1037,16.059998000000007
1038,13.479995000000002
1039,6.679992999999996
1040,7.770004
1041,5.100005999999979
1042,6.220000999999996
1043,7.720000999999996
1044,13.259995000000004
1045,10.929992999999996
1046,14.380005000000011
1047,13.849990999999989
1048,8.21000699999999
1049,3.929992999999996
1050,4.320008000000001
1051,7.640000000000015
1052,14.830002000000007
1053,9.689988
1054,5.6699979999999925
1055,6.8300020000000075
1056,3.419998000000021
1057,5.940001999999993
1058,8.39999400000002
1059,11.25
1060,10.830002000000007
1061,11.509995000000004
1062,11.570007000000004
1063,5.359999999999985
1064,1.75
1065,2.679992999999996
1066,2.269990000000007
1067,-0.4499969999999962
1068,1.3099980000000073
1069,-2.050003000000004
1070,-0.3999939999999924
1071,-0.5400089999999977
1072,-1.1900019999999927
1073,-3.110001000000011
1074,-6.0
1075,-10.139999999999986
1076,-12.680008000000015
1077,-10.399993999999992
1078,-11.21000699999999
1079,-7.979996
1080,-9.539994000000007
1081,-7.850006000000008
1082,-10.199996999999996
1083,-17.080002000000007
1084,-12.020004
1085,-15.119996000000015
1086,-10.069992000000013
1087,-14.359999999999985
1088,-17.069992000000013
1089,-11.829986999999988
1090,-12.020004
1091,-15.5
1092,-15.300003000000004
1093,-11.119994999999989
1094,-13.199996999999996
1095,-11.979996
1096,-13.839997000000011
1097,-15.089996000000014
1098,-9.830002000000007
1099,-4.239990000000006
1100,-7.600006000000008
1101,-6.9099879999999985
1102,-3.320007000000004
1103,-6.3300020000000075
1104,-6.8299869999999885
1105,-5.8399960000000135
1106,-6.589995999999985
1107,-10.520004
1108,-9.449997000000025
1109,-4.880004999999983
1110,-5.060012
1111,-8.619994999999989
1112,-11.970001000000025
1113,-5.469986000000006
1114,-17.209992
1115,-10.660002999999989
1116,-12.5
1117,-11.759995000000004
1118,-8.48001099999999
1119,-13.5
1120,-16.61999499999999
1121,-16.259995000000004
1122,-16.779999000000004
1123,-12.930007999999987
1124,-13.690003000000019
1125,-19.240004999999996
1126,-17.83000199999998
1127,-22.490005999999994
1128,-24.25
1129,-21.33000199999998
1130,-21.13000500000001
1131,-21.660003999999986
1132,-21.33999700000001
1133,-15.449996999999996
1134,-12.520004
1135,-10.369994999999989
